sitecode,Class,Region_detail,Region,Note,lat,long,Region_detail2,beta_region,beta_id,ohwm_region,ohwm_id,corps_region,corps_id,nwca_region,nwca_id
COAW0765,I,AW,West,NA,39.04022243,-108.7186374,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW0767,E,AW,West,NA,39.30909632,-108.9817827,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW0775,E,AW,West,NA,38.83424986,-108.4813685,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW0777,E,AW,West,NA,38.77331246,-108.2283293,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW0781,U,AW,West,"REJECT. No logger data available. Lindsey Reynolds site, but missed coordinates. No independent classification info?",38.68926833,-108.1888561,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW0782,E,AW,West,NA,39.35337268,-108.727915,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW0785,P,AW,West,NA,38.31255442,-108.8851823,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW0786,P,AW,West,Q&D Interpretation of logger data,38.78449,-107.83404,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW0790,P,AW,West,Logger data missing but classification based on gage data,38.03145,-108.11205,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,WMT,4
COAW0792,I,AW,West,No logger data available. Sampled once Based on gage data,37.81234318,-109.0235728,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW1359,I,AW,West,Q&D Interpretation of logger data,40.9014,-108.67645,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW1366,I,AW,West,Q&D Interpretation of logger data,37.87341,-108.57825,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW1383,I,AW,West,NA,39.36034915,-108.7380555,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW1442,I,AW,West,Q&D Interpretation of logger data,38.9992377,-108.3665362,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW1449,I,AW,West,Q&D Interpretation of logger data,38.8574821,-107.9953633,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW1539,I,AW,West,Q&D review of logger data,40.69225134,-108.4002698,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW9104,E,AW,West,Q&D Interpretation of logger data,40.58692537,-108.3040502,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW9110,E,AW,West,Q&D Interpretation of logger data,38.7771009,-108.249327,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COAW9111,E,AW,West,Looks E but data are missing for a big chunk in Spring. No APT possible. Weather during gap is dry but not rain-free. Referrred to PDT,38.77038,-108.24999,AW,Arid West,6,Northwest,0,USACE Arid West Region,7,XER,5
COCB1,P,GP_C,GP,NA,40.05133,-105.179335,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCB120,U,GP_C,GP,NA,39.82257,-105.15784,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCB121,P,GP_C,GP,NA,39.66372,-105.0907,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCB122,U,GP_C,GP,NA,39.66753,-105.00409,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCB13,E,GP_C,GP,NA,37.571241,-104.016168,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCB140,E,GP_C,GP,NA,37.177005,-103.033507,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCB141,E,GP_C,GP,NA,37.146885,-102.998817,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCB143,E,GP_C,GP,NA,37.146853,-103.00854,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCB2,P,GP_C,GP,NA,39.97802,-105.1117,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCB5,P,GP_C,GP,NA,39.807,-104.79378,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCB6,P,GP_C,GP,NA,40.58707,-105.06789,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCV3140,U,GP_C,GP,NA,40.48358,-105.11848,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCV3185,E,GP_C,GP,NA,40.96789,-105.08787,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCV3305,U,GP_C,GP,NA,40.81982,-104.71235,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCV3309,E,GP_C,GP,NA,39.8537,-104.35725,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCV3310,U,GP_C,GP,NA,39.63659,-104.23796,GP,Northern Great Plains,3,Northern Plains,3,"USACE Western Mountains, Valleys, and Coast Region",6,IPL,3
COCV553,E,GP_C,GP,NA,38.43279,-104.83333,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCV559,E,GP_C,GP,NA,38.6552,-104.77819,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCV562,U,GP_C,GP,NA,38.66609,-104.77728,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCV568,E,GP_C,GP,NA,40.80496,-104.76205,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COCV585,P,GP_C,GP,NA,38.28798,-104.60192,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
COWM0780,E,WM,West,NA,38.2274,-107.259,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM0821,E,WM,West,NA,40.88427235,-105.4368791,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM0841,I,WM,West,NA,40.76918987,-105.3430605,WM,Western Mountains,5,Northern Plains,3,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM0852,P,WM,West,NA,40.69786259,-105.4410315,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM0854,I,WM,West,NA,40.69604909,-105.294456,WM,Western Mountains,5,Northern Plains,3,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM0861,I,WM,West,NA,40.69291593,-105.2654521,WM,Western Mountains,5,Northern Plains,3,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM0862,I,WM,West,NA,40.69159356,-105.3109323,WM,Western Mountains,5,Northern Plains,3,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM0873,P,WM,West,NA,40.68575523,-105.3035946,WM,Western Mountains,5,Northern Plains,3,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM0876,P,WM,West,NA,40.68331178,-105.3024486,WM,Western Mountains,5,Northern Plains,3,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM0905,I,WM,West,NA,40.61462196,-105.8196549,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM0926,E,WM,West,Q&D Interpretation of logger data,40.57788789,-105.1769767,WM,Western Mountains,5,Northern Plains,3,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM0929,E,WM,West,NA,40.57598617,-105.179707,WM,Western Mountains,5,Northern Plains,3,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM0940,I,WM,West,NA,40.56435824,-105.1762741,WM,Western Mountains,5,Northern Plains,3,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM0944,I,WM,West,NA,40.5597636,-105.1723804,WM,Western Mountains,5,Northern Plains,3,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM0952,E,WM,West,Q&D Interpretation of logger data,40.554044,-105.1685684,WM,Western Mountains,5,Northern Plains,3,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM0973,P,WM,West,NA,40.51453575,-105.8839342,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM0989,E,WM,West,NA,40.4841547,-105.2377723,WM,Western Mountains,5,Northern Plains,3,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM1002,E,WM,West,NA,40.4745943,-105.2335593,WM,Western Mountains,5,Northern Plains,3,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM1004,I,WM,West,NA,40.40497048,-105.5925655,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM1019,P,WM,West,NA,39.99977751,-106.1796668,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM1029,P,WM,West,Q&D review of logger data,39.86667,-105.40366,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM1030,I,WM,West,Q&D review of logger data,39.86825,-105.45023,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM1092,P,WM,West,NA,39.3656178,-106.8257343,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM1093,P,WM,West,NA,37.58906211,-108.1631558,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM1156,I,WM,West,NA,39.35553194,-106.8191588,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM1170,P,WM,West,"Review more closely. Likely P, but field observations don't always match logger readings. Lots of ringing",39.7156771,-106.1604833,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM1172,P,WM,West,NA,37.354728,-106.544339,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM1361,E,WM,West,NA,39.8247702,-106.21461,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM1368,P,WM,West,NA,38.28971579,-107.21208,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
COWM1421,I,WM,West,NA,39.36409431,-106.7413789,WM,Western Mountains,5,Northwest,0,"USACE Western Mountains, Valleys, and Coast Region",6,WMT,4
CTNE4307_V,P,NE,East,NA,41.942088,-73.390944,NE,Northeast,1,Northeast,1,USACE Northcentral and Northeast Region,1,EMU,2
CTNE4333_V,P,NE,East,NA,41.4660553,-72.8972221,NE,Northeast,1,Northeast,1,USACE Northcentral and Northeast Region,1,EMU,2
CTNE8862_B,I,NE,East,NA,41.9674,-73.431777,NE,Northeast,1,Northeast,1,USACE Northcentral and Northeast Region,1,EMU,2
CTNE8863_V,I,NE,East,NA,41.9704177,-73.0177606,NE,Northeast,1,Northeast,1,USACE Northcentral and Northeast Region,1,EMU,2
CTNE8864_B,I,NE,East,NA,41.78499176,-72.8619033,NE,Northeast,1,Northeast,1,USACE Northcentral and Northeast Region,1,EMU,2
FLSE6566_V,P,SE,East,NA,30.2616662,-85.0129367,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE6568_VO,P,SE,East,NA,30.2474586,-85.00404,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE6606_B,I,SE,East,NA,30.31492,-84.399508,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE6607_V,P,SE,East,NA,30.2675739,-84.4013965,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE6780_V,I,SE,East,NA,28.0585456,-82.4612924,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE6807_V,I,SE,East,NA,27.984737,-82.371721,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE6822_V,P,SE,East,NA,27.7926211,-82.3519803,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE8220_V,E,SE,East,NA,30.667269,-84.219862,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9184_B,U,SE,East,NA,30.547903,-84.954919,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9507_B,E,SE,East,NA,30.819493,-86.849941,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9508_B,E,SE,East,NA,30.80646,-86.852121,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9509_B,E,SE,East,NA,30.376755,-84.607596,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9521_B,I,SE,East,NA,30.319635,-84.408364,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9522_V,I,SE,East,NA,30.665022,-84.254504,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9523_B,I,SE,East,NA,30.041655,-85.009415,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9524_B,I,SE,East,NA,30.815183,-86.840762,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9551_B,P,SE,East,NA,30.562077,-84.945781,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9552_BO,I,SE,East,NA,30.562638,-84.950444,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9563_V,I,SE,East,NA,28.093102,-82.4033057,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9564_V,E,SE,East,NA,28.11335,-82.34899,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9569_V,I,SE,East,NA,30.669727,-84.236636,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9609_V,I,SE,East,NA,29.9677691,-82.1995634,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9610_V,P,SE,East,NA,29.8617763,-82.2834294,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9613_V,I,SE,East,NA,29.9495033,-82.2108439,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
FLSE9617_V,I,SE,East,NA,29.90451,-82.22075,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
GASE8689_B,P,SE,East,NA,33.46320667,-83.73310333,SE,Southeast,2,Southeast,2,USACE Eastern Mountains and Piedmont Region,2,EMU,2
GASE8691_B,I,SE,East,NA,33.47156667,-83.74092833,SE,Southeast,2,Southeast,2,USACE Eastern Mountains and Piedmont Region,2,EMU,2
GASE8697_B,P,SE,East,NA,34.76503333,-83.93042167,SE,Southeast,2,Southeast,2,USACE Eastern Mountains and Piedmont Region,2,EMU,2
GASE8701_BO,P,SE,East,NA,34.64518933,-85.21415397,SE,Southeast,2,Southeast,2,USACE Eastern Mountains and Piedmont Region,2,EMU,2
GASE8706_BO,P,SE,East,NA,34.64045939,-85.21517727,SE,Southeast,2,Southeast,2,USACE Eastern Mountains and Piedmont Region,2,EMU,2
GASE8709_B,E,SE,East,NA,34.7672306,-83.3768722,SE,Southeast,2,Southeast,2,USACE Eastern Mountains and Piedmont Region,2,EMU,2
GASE8711_B,U,SE,East,NA,34.7648154,-83.3742675,SE,Southeast,2,Southeast,2,USACE Eastern Mountains and Piedmont Region,2,EMU,2
GASE9171_V,I,SE,East,NA,33.629925,-84.17354,SE,Southeast,2,Southeast,2,USACE Eastern Mountains and Piedmont Region,2,EMU,2
GASE9172_V,E,SE,East,NA,33.62913667,-84.17054,SE,Southeast,2,Southeast,2,USACE Eastern Mountains and Piedmont Region,2,EMU,2
GASE9173_V,E,SE,East,NA,33.63203,-84.17734833,SE,Southeast,2,Southeast,2,USACE Eastern Mountains and Piedmont Region,2,EMU,2
GASE9180_B,I,SE,East,NA,31.19086167,-84.48743167,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
GASE9181_B,P,SE,East,NA,31.44092667,-84.463925,SE,Southeast,2,Southeast,2,USACE Atlantic and Gulf Coastal Plain Region,3,CPL,1
GASE9189_B,P,SE,East,NA,33.33057333,-83.45019333,SE,Southeast,2,Southeast,2,USACE Eastern Mountains and Piedmont Region,2,EMU,2
GASE9190_B,I,SE,East,NA,33.32672333,-83.45716667,SE,Southeast,2,Southeast,2,USACE Eastern Mountains and Piedmont Region,2,EMU,2
GASE9444_B,P,SE,East,NA,34.77308667,-83.916885,SE,Southeast,2,Southeast,2,USACE Eastern Mountains and Piedmont Region,2,EMU,2
GASE9493_B,P,SE,East,NA,33.3504,-83.45522333,SE,Southeast,2,Southeast,2,USACE Eastern Mountains and Piedmont Region,2,EMU,2
GASE9494_B,U,SE,East,NA,33.3454012,-83.4477862,SE,Southeast,2,Southeast,2,USACE Eastern Mountains and Piedmont Region,2,EMU,2
GASE9495_B,P,SE,East,NA,33.35236,-83.48629667,SE,Southeast,2,Southeast,2,USACE Eastern Mountains and Piedmont Region,2,EMU,2
IAUB105,I,GP_U,GP,NA,41.72556,-93.34902,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
IAUB106,I,GP_U,GP,NA,41.74239,-93.38808,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
IAUB108,I,GP_U,GP,NA,41.94595,-93.25291,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
IAUB109,I,GP_U,GP,NA,41.9323,-93.24604,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
IAUB110,I,GP_U,GP,NA,41.93306,-93.23682,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
IAUB111,U,GP_U,GP,NA,41.93567,-93.23438,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
IAUB112,U,GP_U,GP,NA,41.94812,-93.23771,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
IAUB29,I,GP_U,GP,NA,41.53178,-93.25756,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
IAUB30,I,GP_U,GP,NA,41.58345,-93.26469,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
IAUB31,I,GP_U,GP,NA,41.58971,-93.27642,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
IAUV1867,P,GP_U,GP,NA,42.64349,-95.04693,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
IAUV1870,P,GP_U,GP,NA,42.12512,-94.975,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
IAUV3341,E,GP_U,GP,NA,42.2634352,-95.0530565,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
IAUV3342,I,GP_U,GP,NA,42.23983,-95.01714,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
IAUV3343,I,GP_U,GP,NA,42.22536,-95.01277,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
ILNE8568_V,E,NE,East,NA,37.5327774,-88.5703777,NE,Northeast,1,Northeast,1,USACE Eastern Mountains and Piedmont Region,2,EMU,2
ILNE8569_B,P,NE,East,NA,37.56923182,-88.50640384,NE,Northeast,1,Northeast,1,USACE Eastern Mountains and Piedmont Region,2,EMU,2
ILNE8572_B,E,NE,East,NA,37.58985498,-88.50353624,NE,Northeast,1,Northeast,1,USACE Eastern Mountains and Piedmont Region,2,EMU,2
ILNE8578_B,E,NE,East,NA,37.5423241,-88.55155116,NE,Northeast,1,Northeast,1,USACE Eastern Mountains and Piedmont Region,2,EMU,2
ILNE8579_B,I,NE,East,NA,37.54092091,-88.50982334,NE,Northeast,1,Northeast,1,USACE Eastern Mountains and Piedmont Region,2,EMU,2
ILUV3350,I,GP_U,GP,NA,42.34462326,-88.86632337,GP,Northern Great Plains,3,Northern Plains,3,USACE Northcentral and Northeast Region,1,IPL,3
ILUV3353,I,GP_U,GP,NA,41.693849,-87.867058,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
INNE667_V,P,NE,East,NA,40.41614,-87.04042,NE,Northeast,1,Northeast,1,USACE Midwest Region,4,IPL,3
INNE752_B,P,NE,East,NA,41.72847647,-86.26342448,NE,Northeast,1,Northeast,1,USACE Northcentral and Northeast Region,1,EMU,2
INNE8239_B,I,NE,East,NA,39.07048028,-86.1765169,NE,Northeast,1,Northeast,1,USACE Eastern Mountains and Piedmont Region,2,EMU,2
INNE8242_B,I,NE,East,NA,39.07922753,-86.18702835,NE,Northeast,1,Northeast,1,USACE Eastern Mountains and Piedmont Region,2,EMU,2
INNE8245_B,I,NE,East,NA,39.06571828,-86.18702808,NE,Northeast,1,Northeast,1,USACE Eastern Mountains and Piedmont Region,2,EMU,2
INNE8252_B,I,NE,East,NA,39.02520937,-86.32692538,NE,Northeast,1,Northeast,1,USACE Eastern Mountains and Piedmont Region,2,EMU,2
INNE8584_V,E,NE,East,NA,39.03928,-86.31941,NE,Northeast,1,Northeast,1,USACE Eastern Mountains and Piedmont Region,2,EMU,2
INNE8860_B,I,NE,East,NA,41.65933834,-86.23766634,NE,Northeast,1,Northeast,1,USACE Northcentral and Northeast Region,1,EMU,2
INNE9598_V,I,NE,East,NA,40.38248,-87.08231,NE,Northeast,1,Northeast,1,USACE Midwest Region,4,IPL,3
INNE9599_V,E,NE,East,NA,40.378386,-87.0877595,NE,Northeast,1,Northeast,1,USACE Midwest Region,4,IPL,3
INNE9600_VO,E,NE,East,NA,40.37654142,-87.0886352,NE,Northeast,1,Northeast,1,USACE Midwest Region,4,IPL,3
INNE9602_V,P,NE,East,NA,40.3696911,-87.3223604,NE,Northeast,1,Northeast,1,USACE Midwest Region,4,IPL,3
INNE9603_V,P,NE,East,NA,40.4283563,-87.3580204,NE,Northeast,1,Northeast,1,USACE Midwest Region,4,IPL,3
INNE9604_V,P,NE,East,NA,40.60249,-86.54046,NE,Northeast,1,Northeast,1,USACE Midwest Region,4,IPL,3
INNE9606_V,I,NE,East,NA,38.78036,-86.2859,NE,Northeast,1,Northeast,1,USACE Eastern Mountains and Piedmont Region,2,EMU,2
INNE9607_V,E,NE,East,NA,38.78401,-86.28874,NE,Northeast,1,Northeast,1,USACE Eastern Mountains and Piedmont Region,2,EMU,2
INNE9608_V,E,NE,East,NA,38.78304,-86.2881,NE,Northeast,1,Northeast,1,USACE Eastern Mountains and Piedmont Region,2,EMU,2
KSCB102,E,GP_C,GP,NA,39.64039,-99.13393,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCB103,I,GP_C,GP,NA,39.65613,-99.23486,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCB104,I,GP_C,GP,NA,37.12195,-101.89543,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCB16,I,GP_C,GP,NA,37.83688,-96.76958,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCB17,I,GP_C,GP,NA,37.86285,-96.75921,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCB18,I,GP_C,GP,NA,37.84523,-96.76294,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCB20,I,GP_C,GP,NA,37.74532,-96.92878,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCB21,U,GP_C,GP,NA,37.84872,-96.93668,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCB22,U,GP_C,GP,NA,39.67896,-99.25191,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCB23,P,GP_C,GP,NA,39.60277,-99.19414,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCB25,E,GP_C,GP,NA,39.60711,-99.19875,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCB26,I,GP_C,GP,NA,38.84991,-100.98863,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCB27,I,GP_C,GP,NA,38.86851,-101.01726,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCB28,I,GP_C,GP,NA,38.88536,-101.01065,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCV2959,P,GP_C,GP,NA,39.08749,-96.58472,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCV3228,I,GP_C,GP,NA,39.08705,-96.57703,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCV3231,E,GP_C,GP,NA,39.08854,-96.57681,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCV3244,I,GP_C,GP,NA,38.44532,-96.59428,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCV3245,I,GP_C,GP,NA,38.45008,-96.57754,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCV3246,I,GP_C,GP,NA,38.46135,-96.57481,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCV3247,I,GP_C,GP,NA,38.46228,-96.57537,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCV3248,I,GP_C,GP,NA,38.46788,-96.57908,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCV3250,I,GP_C,GP,NA,38.4875,-96.57,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCV730,E,GP_C,GP,NA,37.74641,-100.02235,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSCV814,P,GP_C,GP,NA,37.6644,-97.45683,GP,Northern Great Plains,3,Northern Plains,3,USACE Great Plains Region,5,IPL,3
KSUV2926,I,GP_U,GP,NA,38.81094,-95.18691,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
KSUV888,P,GP_U,GP,NA,39.0183,-95.73766,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
KSUV938,P,GP_U,GP,NA,38.9257,-94.69742,GP,Northern Great Plains,3,Northern Plains,3,USACE Midwest Region,4,IPL,3
